baslik,sarki_sozu
Anıl Piyancı - SIFIR SIFIR,"Konuşsun istiyorsun dostum para mı illa
Çok oldu dizeli ben araba villa
Tabi takılırız arada bir bak
Severim seni ama beni arama bir daha

Kafama iyi bak
Yakala modumu sana hiç yapamam ima
Makara değil mal
Uçuşa geçiyoruz hadi havaya gir lan

Bağla kemeri çıkıyoruz limandan
Kaptan bizi götür hadi bi hafta
Uzaklaşalım buralardan insanlar
Darlıyor beni etmişim illallah

İlk durak olur İtalya Milan'da
Hatun çanta istedi V marka
Rotamızda sırada ki bak Irlanda
Ya da Finlandiya

Biliyorum kızım benle sıkıntın var
Aşık oldun belli sırılsıklam
Yavaş ol dedim anca ısındık bak
Maçın ortası sıfır sıfırdır daha

Maçın ortası sıfır sıfırdır daha
Maçın ortası sıfır sıfırdır daha

Beni bilirsin
Saçarım parayı hep harcarım bilinçsiz
Yine de bitmez yaşayamam ritimsiz
Sanma bitirdik gülerim mimiksiz

Biliyon bitiksin
Sıkıcı bi tipsin
Sokağa çıkamıyon annenden izinsiz
Sürtükler isimsiz
Sıraya dizilsin
Yere yat bundan sonra bizimsin

Sevemem kalçayı hep biçimsiz
Kei arsız çocuk bu bi bilinsin
Gördük semtini etmiyo bi çinçin
Atarın boş 10 yaşımda ki pipimsin

Konu rap olunca turunuzu bindirdim
Sizin acınızı manitanız dindirsin
Sanki çeşme gibi akıyo hep win win win
Eğer kei diyorsa vardır bir bildiği

Biliyorum kızım benle sıkıntın var
Aşık oldun belli sırılsıklam
Yavaş ol dedim anca ısındık bak
Maçın ortası sıfır sıfırdır daha

Maçın ortası sıfır sıfırdır daha
Maçın ortası sıfır sıfırdır daha"
Reynmen - Derdim Olsun,"Derdim olsun
Kadehler dolsun
Ben kaybederken azrail seyre dursun
Dinliyorsun görmüyorsun
Kurban ederler kimlerle geziyorsun
Kaç cehennem söndü içimde bilmiyorum
Deli sanıyorlar
Beni arıyorlar
Görenler var mı?
Düşen bu yaprağım gençliğimin rüyasıymış
Kağıda yaza yaza
Hasretim beyaza
Kararı vermişim ben ellerimse kanlıymış
Tanrı vurdu saza
Ölmeden mezara
Düşen bu yaprağım gençliğimin rüyasıymış
Kağıda yaza yaza
Hasretim beyaza
Kararı vermişim ben ellerimse kanlıymış
Tanrı vurdu saza
Ölmeden mezara
Derdim olsun
Kadehler dolsun
Ben kaybederken Azrail seyre dursun
Dinliyorsun görmüyorsun
Kurban ederler kimlerle geziyorsun
Kaç cehennem söndü içimde bilmiyorum
Deli sanıyorlar
Beni arıyorlar
Görenler var mı?
Düşen bu yaprağım gençliğimin rüyasıymış
Kağıda yaza yaza
Hasretim beyaza
Kararı vermişim ben ellerimse kanlıymış
Tanrı vurdu saza
Ölmeden mezara
Düşen bu yaprağım gençliğimin rüyasıymış
Kağıda yaza yaza
Hasretim beyaza
Kararı vermişim ben ellerimse kanlıymış
Tanrı vurdu saza
Ölmeden mezara"
No1 - Kendine İyi Bak,"Çoğunluk her şeyi kabullenendi
Kim kimi yendi? Çok mu önemli!
Bana baksana benden sana ne?
Kendimi anlatamadım hiç kendime
İçim ağlar deme sakın dayan
Gözlerinin rengi yıldızlardan
Yanıma gel be pamuk prenses
Kafamın içinde paniktir her ses
Yetmedi yak bitmedi çek
İçin doldu dumanı dost bildiğin için
Sen de mi iğrendin benim gibi
İşin içi çıkarsa hep canım cicim
Uyan rüyadan kalk bu yataktan
Uyan rüyadan kendine gel Can
Uyan rüyadan bir kere baksam
Geri dönemem ben anlatamadım
Tutamayacağım her sözü ben verdim
Boş ver desende boş veremezdim
Bilirim ben sonu hep aynı
Ağrı ve boktan his bu her yerim
Deli gibi med ve cezir bu gönlümün
Hastalıklı yanı size kalsın
Git yalan olunca dön gel dediler
No.1 susunca başlayamazsın
Şimdiki dostumun adı bir hiçlik
Hep bir ağızdan kendine iyi bak
Her yeri sararsa hatıralarım
Her şeyi değil de kendimi yakarım
İnsanlar boş kutu gibi dostum
Tekmeledikçe bi ses çıkarırlar
İçine atanlar intikam hırsı
Geçmiş kırmızı kutu kola tarzı
Uyan artık rüyadan dedi
Kimseye anlatamadım derdimi
Benim hayallerim derin bataklık
Seni de çeker içine uzak dur artık
Yağmurdan önce gelen hit
Zaten ölmeye gelmedik mi biz
Sen beni boş ver kendine iyi bak
Yalan be yaşayabilirsin bensiz"
Pit10 - 10 10 10,"10uncu ayın 10u bugün sene 2010
İçimdeki ilhamı çıkaramaz turbüşon
Unutmuşum hedeflerimi farkına varıp az önce kendimi kendime ettim ispiyon
Çok insanın sorunu olumsuz diksiyon
Arkamdan konuşanlar yüz yüze titriyor.
…Üçüncü bandrölü bascaktım tam bugün ama
Bir yasal albümüm var kankam bile indiriyor.
Unkapanı kurtkapanı verin insan hakkımı
%50 anlaşma lakin israf aklınız
Şirketim daha fazla para istememem için gittiğimde bazı evraklara imza attırdı.
Bir kaç ay önce dedim güzel bir albüm yapıp o gün nete veririm ama
İnandığım bile bu tarihin farkında değildi.
Külüstür gibi gördüm beynimi unutmuşum üzüldüm.

Güya bugün özel olacaktı 10.10.10
Her şey sıradan yani gayet monoton.
Hani bugün güzel olacaktı 10.10.10
Ben unuttum her şeyi beynimde molotof
(x2)

Aslında her şey o kadar da güzel gitmiyor.
2005te başladığım üniversite hala bitmiyor
Ve şimdi internette dinlerken siz Pit10 ,Pit10sa son zamanlarda dinlemekte indigo.
İnan ki bir çoğu buzağı arıyor öküz altı.
Or.spu çocuğu mal varlığımda gözü kaldı.
Bu yüzden sevmiyorum insanları ve
Bu yüzden uzak duruyorum
Yani değilim o kadar da g.tü kalkık.
Bazıları yorum yapıyor beni keş sanıp
Oysa henüz çocuk yaşta ben bıraktım esrarı
Prim yapmak için bana yaklaşırken onca leş karı
Hakkımda bilinmeyenler bilinenin 5 katı.
Parayla feat sakız mı alıyon bakkaldan
Tayyibinde dediği gibi ananla git
Makarna yiyip geldim neyse tarihi unuttum
O yüzden bu beat baya bi free.

Güya bugün özel olacaktı 10.10.10
Her şey sıradan yani gayet monoton.
Hani bugün güzel olacaktı 10.10.10
Ben unuttum her şeyi beynimde molotof
(x2)

Samimiyet ve laubaliliği karıştıran insanları sevmiyorum.
Arkamdan konusup yuzume gülen insanları sevmiyorum.
Yuzume gülerken içten içe kıskançlık besleyen insanları sevmiyorum.
Serverle değil Pit10la arkadaşlık kurmak isteyen insanları sevmiyorum.
Kompleksli insanları sevmiyorum.
Çaktırmadan dolandırmaya çalışan insanları sevmiyorum.
Stratejik oyunlar oynayan insanları sevmiyorum.
İnsanları sevmiyorum anladın mı ?
"
Canfeza - Kadırgalar,"Bahaneler buldum sana gelmek için
Bazen iyi geldi seni yenmek içip
Sonra vazgeçtim, bu çözüm değil
Çözüm olsa bile artık almıyor içim
Sen zamanın ötesinde varsın
İki adımlık yol kılarsın marsı
Bir ihtimalin avucunda zarsın
Biz dahil herkes bu ihtimale karşı
Bir tek seni sevmeye üşenmedim
Cennette benim payıma düşen nedir?
Ben bir tek sana gücenmedim
Senin kadar bilmem hissini yücelmenin
Çünkü bana böyle bir şiir hiç yazılmadı
Kimsenin göğüs boşluğuna böyle asılmadım
Bana ithafen ne bir şiir ne bir kitap basılmadı
Hiçbir hatıraya kokun kadar kazınmadım
Çünkü beni böyle sarhoş eden olmadı
Sonu hasret olmamalıydı yolların
Son dileğim mutlu görmek onları
Çünkü mutlu bitmesi gerek tüm sonların
Ne savaşlar verdim sana dönmek adına
Bir ömürlük yol gittim bel bağlayıp atıma
Ne tufanlar gördüm dev kadırgalar batıran
Tayfunları böldüm, öyle çıkabildim katına
Sen deryanın derininde yarsın
Bir uçurumsun kıyısında arşın
Son beyiti can alıcı marşın
Bir iyilik, bir güzelliksin karanlığa karşı
Zaferimin ilanısın; miladım
Sana geldim her birine bin adım
Hatıraların da doldu miyadı
Anlatırım hala her birine bin katıp
Çünkü benim senden güzel anım yok
Çünkü canım aşka senden güzel tanım yok
Bir tek sen varsın başka güzel yanım yok
Sen varsın canım ki sen yoksan bi canım yok
Çünkü beni senden iyi anlayamaz onlar
Sen olmayınca mutlu bitmez inan hiçbir son da.
Beni tatmin etmez sensizken olanlar
Bir mucize bekliyorum ölmeden, son anda
Bana dönme, beni döndürüver aslıma
Atım yorgun, yırtık eğer, paslı na
Madem ki kaderin bir kastı var
Beni sen vur ödün verme hasmıma"
Joker - Gece Boğmadan Şehri,"Bu şehrin ortasında kal unutma geçmişi
Kimisi zengin kimisi fakir kimisi insan kimisi iğrenç bişi
Burda, biri tinerci biri dilenci biri de bencil
Bugün aynı sofrada ekmek paylaşmakta yaşlı ve genci
Bi gün huzur bigün keder ümit veren
Hiç olmadı bana, şimdi sorun tüm itlere yüzün düşer
Nedense bilmem savaşmakla günüm geçer
Hayat insanlar kadar değildir gönülçelen
Bir gün ölünce ben gözüm görmez bırak terk et
Bu şehir bir korku filmi bense kötü bir karakterde oynayan
Bir suçlu gibi, bazen konuştu kimi bazen gülüp geçtim
Bazen peşimden koşturdu iti piçi
Peki ya söyle kimin için bu benim direnişim
Dünyam karanlıktı ve soğuktur hep ürperir içim
Bu bazen kendim için herkes beklemekte yeni bişey ve
Bende kestim bileti bak şimdi gözyaşlarını sil
Güneş doğmadan, hava solmadan gel en zor zamanda yine tut ellerimi
Ama zorlama, soru sormadan çok geç olmadan gel gece boğmadan şehri
Hava solmadan yine tut ellerimi
Ama zorlama, soru sormadan çok geç olmadan gel gece boğmadan şehri
İnsan doğar yaşar ölür, nefes alamaz
Yüzü dağa taşa dönük niçin ağırlaşır
Gönül duymaz sağırlaşır günün birinde
Şırınga kolunda daha yaşım on üç
Hayat serttir ve bir çek verir der bununla yaşa
Tüm dertler bitecektir sanarsın ama tutup aşağı
Çeker seni sorunlarının kapısını açar
Üstün başın paçavra sabrın dolup taşar
Zoru başar der herkes konuşur boşa
Yapar okul baş ağrısı kolum faça
Yolum sapa benim taşlı çamur paçam
Hayallerimin içine hep olur sıçan
Dediler başaramaz ve korkup kaçar
Kimse anlamaz başkasında olduğundan şans
Biz kaybettik yüzün mutluluk saçarken
Şimdi bütün hatalarını bul 30 la çarp
Güneş doğmadan, hava solmadan gel en zor zamanda yine tut ellerimi
Ama zorlama, soru sormadan çok geç olmadan gel gece boğmadan şehri
Hava solmadan yine tut ellerimi
Ama zorlama, soru sormadan çok geç olmadan gel gece boğmadan şehri"
Mavi Sakal - Biraz Şans,"Şehinşah - İçimdeki Şeytanla Dans
Ados - Neden
Patron - Kendi Yolumda
Sansar Salvo - Süper
Aga B - Olsun
Grogi - Hayal
Anıl İlter - Uzatma Nefesini
Yener Çevik - Pişman Olacaksın
Keişan - Yakalım
Malt - Başka Hayatım Yok
Aspova - Belki
Killa Hakan - Bambaşka
Kodes - Yok
Şanışer - Lanet Olsun
Mode XL - Bana Bir Şey Olmaz
Aden - Benim Hikayem
Ais Ezhel - Küvet
Aga B - Gizli Sevdam
Contra - Ne Yapmalı
Diken - Yıkıla Yıkıla
Eypio - Neredesin
Sansar Salvo - İki Kelime
Anıl Piyancı - Kimseye Etmem Şikayet
Grogi - Bir Şeyler Olacak
Sagopa- Kağıt Kesiği
Aklımın ucundan bile geçmedi pes etmek
Aslanın ağzıyla savaşmayanlara yok ekmek
İstediğini almak için gerektikçe diretmek
Bi' dikçe yokuş çıkıp nefes neyim tüketmek
Kalan son dalımı da verdim ben ateşe
Yenilsen de doymadın pehlivanla güreşe
Ilık esintisin kafa, tutarsın güneşe
Anlattıkça dinliyorum peşpeşe leş klişe
Kapışılan bedava ekmek gibi hatalar
Şimdi toklar ama sonra acıkacaklar
Boynun kıldan ince isе yatışacaklar
Boynun dikse sana savaş açacaklar
Bunların hepsi karşına çıkacaklar
Tam bitti dediğindе kabusu başlatacaklar
Namusun bekçileri uyuya kalacaklar
En büyük namussuzlarsa onlar olacaklar
Ben
Benden duymuş olma
Olan biten bu (acil durum)
Benden duymuş olma
Olan biten bu (sinyal, sinyal)
Benden duymuş olma
Olan biten bu (olan, olan)
Benden duymuş olma
Kağıt kesikleri kanatır
Ben
Benden duymuş olma
Olan biten bu (acil durum)
Benden duymuş olma
Olan biten bu (sinyal, sinyal)
Benden duymuş olma
Olan biten bu (olan, olan)
Benden duymuş olma
Kağıt kesikleri kanatır
Son gülen iyi güler ışıklarını karartma
Ben ağır abileri hafif gördüm abartma
Gerçekle mübalağayı birbirine karıştırma
Terazin şaşmasın süte damla kan bulaştırma
Yerine adam koyamayız sen yaşayaca'n
Üstünde adın yazar kimliği sen taşıyaca'n
Hep okşamıy'cak hayat biraz da sen acıyaca'n
Acınacak duruma düşmemek için kimseye acımayaca'n
Ey can, kalmadı heyecan
Ne farkımız kaldı ki solucanlardan
Atlarken insanlar yüksek balkonlardan
Karanlık manzaralar baktığım şu camlardan
Hazin mektuplar yazıyorum bu zindandan
Benden duymuş olma
Olan biten bu (acil durum)
Benden duymuş olma
Olan biten bu (sinyal, sinyal)
Benden duymuş olma
Olan biten bu (olan, olan)
Benden duymuş olma
Kağıt kesikleri kanatır
Ben
Benden duymuş olma
Olan biten bu (acil durum)
Benden duymuş olma
Olan biten bu (sinyal, sinyal)
Benden duymuş olma
Olan biten bu (olan, olan)
Benden duymuş olma
Kağıt kesikleri kanatır"
Merve Özbey - Yaramızda Kalsın,"İki yalnız bir doğru edebilirdik
Şimdi farklı şiirlerde yaşar gibiyiz
Ben Mecnun sen Şirin, tesadüf değil
Biz bize kurulmuş tuzak gibiyiz
Söz ettim mavilere içimdeki yaralardan
Gökteki yağdı yine, yerdekinde yakamoz var
""Bu bir soygundur"" der gibi bakan
Gözlerinden artık gider gibiyim
Gözlerinden artık gider gibiyim
Bahsetme kimselere, yaramızda kalsın
Sığmadık şehirlere, şiirlere taştık
Unutmadım yine, bi' büyüklük bende kaldı
Ah kadehler kırıldılar sana bu gece
Bahsetme kimselere, yaramızda kalsın
Sığmadık şehirlere, şiirlere taştık
Unutmadım yine, bi' büyüklük bende kaldı
Ah kadehler kırıldılar sana bu gece
Söz ettim mavilere içimdeki yaralardan
Gökteki yağdı yine, yerdekinde yakamoz var
""Bu bir soygundur"" der gibi bakan
Gözlerinden artık gider gibiyim
Gözlerinden artık gider gibiyim
Bahsetme kimselere, yaramızda kalsın
Sığmadık şehirlere, şiirlere taştık
Unutmadım yine, bi' büyüklük bende kaldı
Ah kadehler kırıldılar sana bu gece
Bahsetme kimselere, yaramızda kalsın
Sığmadık şehirlere, şiirlere taştık
Unutmadım yine, bi' büyüklük bende kaldı
Ah kadehler kırıldılar sana bu gece"
Ben Fero - 3 2 1,"3 2 1 bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim: ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil
3 2 1 bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim: ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil
Benimki bitti sen oku (sen)
Çekinme baby gel otur (gel)
İyice kavra bele vur (bel)
Benim işim bu ver onu (ver)
Koşarız ileri geledur (geledur)
Yakala treni peronu (peronu)
Adamım adamı tanıdı
Adamım hıdıdı hıdıdı Fero bu (yes)
Bro merhaba sana bu müzik kaba saba
Sana der: ""Kapasana!"" De ki: ""Sus madafaka"" (sus, sus)
Evimiz sapa sapa Rap'imiz akar akar
Fifa PES Afrika
Shakira Waka Waka (Waka)
Baka baka kararır üzüm üzüme (bak)
Ben Fero büyüyor günü gününe (gün)
Kimseye his yok körü körüne (yok)
Hakedene respect gidek ölüme (git)
Gidek ölüme hadi gidek ölüme (woah)
Her zaman engel çıkar önüne (boy)
Bak işine sen boy güven özüne (öz)
Kulak asmadan onun bunun sözüne (söz)
3 2 1 bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim: ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil
3 2 1bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim: ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil
Dangerous suları Los Angeles kuralı
En cılız olan ölür ben değil oralı
Çok şükür Rap müzik kim ise bulanı
Bugün Etiler yarın Ankara Tunalı (skrt)
Gelmedi bunalım Ben Fero'dur adım (yes, yes)
Dedirtmeden bırakırım ""Kel Fero bunadı"" (kel, kel)
Dolar gibi yükselen zenciye bi' bakın
Önce karakter nigga siktir et Hip-Hop'ı (aha)
Bi' takımım yok homie kardeşimiz çok (çok)
Protein dışında da açlığımız yok (yok)
Onla bunla yarış yapıp olamazsın bok (bok)
Sana maraton nigga benim için jog (jog)
3 2 1bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim: ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil
3 2 1 bitir işi
Bu Rap'im iyi ve bitirici
Popüleriz gibi gibi
Göremedin ki Biggie, Biggie
Yalan olur birikimin
Göremez işini bir-iki bin
Dedim; ""Hip-Hop iyi fikir""
İyi gelir ve bir-iki mil"
Cem Adrian - Yalnızlığım,"Yeni tanıştık belki de
Ama kim bilir belki de hep vardın
Eşlik ediyordun sessiz ve sinsice belki de
Şimdi şimdi anlıyorum
Kurnazca ayırdın beni belki de
Lime lime savurdun sevdiklerimi belki de
Yalnızlığım
Yaşamak zorunda olduğum beraberliğimsin
Yalnızlığım
Kanımsın, canımsın, sen benim çaresizliğimsin
Yalnızlığım
Bugünüm, yarınım, sen benim hüzünlerimsin
Yalnızlığım
Tek bilebildiğim sen benim vazgeçilmezimsin
Senin olmamı istedin
Ama belki de bir âşık gibi
İnatla bunca zaman kendine sakladın belki de
Bir tohum gibi serpildin, filizlendin
Ben oldun belki de
Yatağımı bile paylaşabilmek için benimle
Yalnızlığım
Yaşamak zorunda olduğum beraberliğimsin
Yalnızlığım
Kanımsın, canımsın, sen benim çaresizliğimsin
Yalnızlığım
Bugünüm, yarınım, sen benim hüzünlerimsin
Yalnızlığım
Tek bilebildiğim sen benim vazgeçilmezimsin
Yalnızlığım
Yaşamak zorunda olduğum beraberliğimsin
Yalnızlığım
Kanımsın, canımsın, sen benim çaresizliğimsin
Yalnızlığım
Bugünüm, yarınım, sen benim hüzünlerimsin
Yalnızlığım
Tek bilebildiğim sen benim vazgeçilmezimsin"
Norm Ender - Kaktüs,"Bana boş laf anlatma, kalbin taşa dönmüş senin
Bak o sözler sahteymiş, aşkın da yalanmış senin
İki günlük dünya koş, onlar kölen olsun hadi
Bir günün yok kaktüssün, ruhum boyun eğmez sana
Sözleriyle başladı güzel bir ilişki
Sonrasında değişti, oldu bir çelişki
Tanıdıkça anlıyorsun hep aynı yalanlar
Boşa geçmiş bir zamandır hafızanda kalanlar
Çarkta koşan fareleriz, basit bi döngüyüz
Hayallerle saçmalayan bitik bir öyküyüz
Aşkımlar cicimler, sahtedir hep sıfatlar
Maskelerle gizlenir beton yüzlü suratlar
Aslında en başında demiştim kendime
Kaçınılmaz bir sondur aşk, neyine ilişki
Belki dedim senin için bu onlardan değildir
Konu sevmek olunca kalp polyannaya meyilli
Optimist duygularla çektim hep kahrını
Bencilliğini takmadım, hiç kandırdım yarını
Tutarsız sözlerin, aşk bir savaş değildir
Yalanların rengi olmaz, o senin pembeliğin
Bana boş laf anlatma, kalbin taşa dönmüş senin
Bak o sözler sahteymiş, aşkın da yalanmış senin
İki günlük dünya koş, onlar kölen olsun hadi
Bir günün yok kaktüssün, ruhum boyun eğmez sana
Bilirsin insanoğlu aslında değişmez
Hatalarla öğrenir, korkularla gelişmez
Ve sevmekten usansam, desem de bu sondur
Aşk dediğin çıkmaz sokak, bitmeyen bir yoldur
Bu yüzden hatalarım olduysa özeldir
Beni de ben yapan budur, çünkü sevmek güzeldir
Hiç umrunda olmadı ki, ne desem sallamıcan
Ben gitmeden farkımı hiçbir zaman anlamıcan
Gelinen nokta, bu gönlümce yaşıcam
Sen de o taş kalbini ömrünce taşıcan
Hiçbir kozum kalmayınca, kafanda dank edince
Güvendiğin o güzelliğin de bir gün yüzünü terkedince
Bakarsın aynalara, kibrinle yaşarsın
Yalanı çok seven dilin işini orda başarsın
Bu bitmiş öykünün bendim hayalperesti
Sen bir ara durakmışın, hayatımın turisti
Bana boş laf anlatma, kalbin taşa dönmüş senin
Bak o sözler sahteymiş, aşkın da yalanmış senin
İki günlük dünya koş, onlar kölen olsun hadi
Bir günün yok kaktüssün, ruhum boyun eğmez sana
Bana boş laf anlatma, kalbin taşa dönmüş senin
Bak o sözler sahteymiş, aşkın da yalanmış senin
İki günlük dünya koş, onlar kölen olsun hadi
Bir günün yok kaktüssün, ruhum boyun eğmez sana"
Khontkar - Sar Başa,"Hafızam yok bugün yerinde
Başa sar tüm günü yinele
Balo da karıştır yine ve düş
Alışkın olmadığın bi yere (wow)
Facia 4 lü dağıttık gene be
Sınava var gibi 6 saat deme be
Başarmam lazım yine de (yine de)
Kazanmam lazım yine de (yine de)
Hafızam yok bugün yerinde
Başa sar tüm günü yinele
Balo da karıştır yine ve düş
Alışkın olmadığın bi yere (wow)
Facia 4 lü dağıttık gene be
Sınava var gibi 6 saat deme be
Başarmam lazım yine de (yine de)
Kazanmam lazım yine de (yine de)
Cepte para yok klasik giriş devamında gelicek tabii ki de umudumuz çok
Yıkılmaz kale gibi ailemiz dara düşene uzatır el bahanesi yok kimsenin çok
Şahaneyiz kaybetsek de her şeyi kaybetmem yok
Her biri farklı adamların birleşince oluyo vo-vo-voltran hop
Kürşad kafa golü atamadı ama, basketbol koçu olması bence daha fena
Sabri’nin Rapini bi kenara bırak, kalbi temiz koşar senin her dalgana
Sorunları çözerim bi güzel kafamla
Girme dalaşa ağzım iyi laf yapar
Kalkamaz altından kimse, yumruğa gerek yok serildi bile
Hafızamı kaybetmem çok boktan tabi
Kazanmam lazım geleceğim için
Nezarete düşerim bir değil iki
Dersimizi aldık mı dersin emin değilim
Sevdiğim kız da benden gelirli
Ama tipim yerinde tıpkı beynim gibi
Cesaretim hafızamla bi anda yerine geldi
Kasıla kasıla verdim
Hafızam yok bugün yerinde
Başa sar tüm günü yinele
Balo da karıştır yine ve düş
Alışkın olmadığın bi yere (wow)
Facia 4 lü dağıttık gene be
Sınava var gibi 6 saat deme be
Başarmam lazım yine de (yine de)
Kazanmam lazım yine de (yine de)
Hafızam yok bugün yerinde
Başa sar tüm günü yinele
Balo da karıştır yine ve düş
Alışkın olmadığın bi yere (wow)
Facia 4 lü dağıttık gene be
Sınava var gibi 6 saat deme be
Başarmam lazım yine de (yine de)
Kazanmam lazım yine de (yine de)"
Sefo - Bilmem Mi?,"Her yarında
Gördüğüm şeylerin her birinde
Gözlerinle
Sol yanımda
Boşluk hissinin yanında bir sinirle
Ben seninle
Bilmem mi?
Zor günlerimde hep sen yanımda vardın (oo, ya)
Oo, ah
Günlerdir
Hissettiğim bu şey, ben yarım mı kaldım? (ah)
Oo, ah
Yaramadı bak, beni bitiren
Şeyin adı aşk, yola getiren
Bize niye yön veriyor şüpheler
Soruyorum bunu hep sence neden?
Deli diyorlar, hani reçetem
Sırıtıyor ay, bana geceden
Ona el salladım, pencereden
Söyle tüm bunlar sence neden?
Bu sevdiğin bir şarkı olmalıydı, sevmedin bir daha
Bakınca herşey tam gibiydi, ama yoktu bir vicdan
Bilmem mi? (ya)
Zor günlerimde hep sen yanımda vardın (yanımda vardın)
Oo, ah
Günlerdir
Hissettiğim bu şey, ben yarım mı kaldım?
Oo, ah
Kaydı dünya hep zamanla
Tecrübeyle sabit artık
Anladın sen en sonunda
Farklı bir gün, ey günaydın
Şaka yok kalbim artık sana müsait
Bakarken sana diyemedim hayır
Konuşmak yok, bakışalım aynı
İlişkim olaylı, dile kolay
Bilmem mi?
Zor günlerimde hep sen yanımda vardın (yanımda vardın)
Oo, ah
Günlerdir
Hissettiğim bu şey, ben yarım mı kaldım? (yarım mı kaldım?)
Sanki ben
Bilmem mi?
Zor günlerimde hep sen yanımda vardın
Oo, ah
Günlerdir
Hissettiğim bu şey, ben yarım mı kaldım?
Oo, ah"
Anıl Piyancı - Baba Parası,"Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Nasıl mı başladım bir tavan arasıydı
Kiralık bir kovanda yaban arısıydık
Bizim için bu şehir savaş adasıydı
Her şeyin başladığı yer tavan arasıydı
Sanma ki villalarda büyüdük biz hava atıyoz
Gerçekler tam tersi bak sokak sokak para arıyoz
Ne zor günler geçirmişsin lan Anıl sana acıyom
Her şeyin bedelini ödemişsin Rocky acı yok
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Sana yaramaz koçum bırak bari bana yarasın
Yarışa girme Mercedesimle len at arabası
Bak gökyüzünde uçan benim hala karada mısın?
Burası Arap adası sanma ki Kanada'dasın
Takmışlar çakma Rolex'i
Sanal alemde gördüğün rapçilerin hepsi bot mc
Mesajı gördüm kızım tamam dedim harbi roketsin
Ama bilirim cevap versem Anıl yanlıyo dersin
Sanma ki villalarda büyüdük biz hava atıyoz
Gerçekler tam tersi bak sokak sokak para arıyoz
Ne zor günler geçirmişsin lan Anıl sana acıyom
Herşeyin bedelini ödemişsin Rocky acı yok
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın"
